시도명,시군구명,위도,경도
대전광역시,중구,36.3181167,127.3957991
대전광역시,중구,36.3178872,127.3958188
대전광역시,중구,36.3175037,127.3943245
대전광역시,중구,36.3173943,127.394193
대전광역시,중구,36.3173408,127.3940731
대전광역시,중구,36.317131,127.3916381
대전광역시,중구,36.3170881,127.3917651
대전광역시,중구,36.3176087,127.3938259
대전광역시,중구,36.3173981,127.3939201
대전광역시,중구,36.3168567,127.3918487
대전광역시,중구,36.3262761,127.4030784
대전광역시,중구,36.3252711,127.4002615
대전광역시,중구,36.325358,127.40023
대전광역시,중구,36.325328,127.4004261
대전광역시,중구,36.3253363,127.4004515
대전광역시,중구,36.3255907,127.4003269
대전광역시,중구,36.3255741,127.4003319
대전광역시,중구,36.3254555,127.4001438
대전광역시,서구,36.3082904,127.3493365
대전광역시,서구,36.3084082,127.3492679
대전광역시,서구,36.3073584,127.3751742
대전광역시,서구,36.3073881,127.3753452
대전광역시,중구,36.3243801,127.4039321
대전광역시,중구,36.323521,127.4012238
대전광역시,중구,36.3234093,127.4012708
대전광역시,중구,36.3233739,127.4012139
대전광역시,중구,36.3233016,127.4010272
대전광역시,중구,36.3255548,127.4001423
대전광역시,중구,36.3263905,127.4033523
대전광역시,중구,36.3265045,127.4032991
대전광역시,중구,36.3263484,127.4031239
대전광역시,중구,36.3261957,127.4034524
대전광역시,중구,36.3261895,127.4034268
대전광역시,중구,36.3260341,127.4032802
대전광역시,중구,36.3261386,127.4032271
대전광역시,중구,36.308486,127.4084108
대전광역시,중구,36.3083543,127.4083489
대전광역시,중구,36.3084369,127.4084129
대전광역시,중구,36.324412,127.4041806
대전광역시,중구,36.3237065,127.4044413
대전광역시,중구,36.322323,127.404967
대전광역시,중구,36.322309,127.4047941
대전광역시,중구,36.3236687,127.4042139
대전광역시,중구,36.3070317,127.3943575
대전광역시,중구,36.311086,127.4010044
대전광역시,중구,36.3112288,127.401173
대전광역시,중구,36.3112451,127.4011903
대전광역시,중구,36.3100985,127.3992786
대전광역시,중구,36.3101427,127.3993797
대전광역시,중구,36.3086601,127.3967572
대전광역시,중구,36.3087036,127.3968821
대전광역시,중구,36.3069719,127.3942843
대전광역시,중구,36.3085716,127.4081821
대전광역시,중구,36.3131571,127.4025509
대전광역시,중구,36.3080597,127.3954454
대전광역시,중구,36.309023,127.3968123
대전광역시,중구,36.3104649,127.3993002
대전광역시,중구,36.3112444,127.4008222
대전광역시,중구,36.3113635,127.4010621
대전광역시,중구,36.311068,127.4008578
대전광역시,중구,36.3103149,127.3993815
대전광역시,중구,36.3088626,127.3968987
대전광역시,중구,36.3080187,127.3955928
