시도명,시군구명,위도,경도,보행자신호등유무,보도턱낮춤여부,점자블록유무
경기도,남양주시,37.665622,127.113605,Y,Y,Y
경기도,남양주시,37.665157,127.115584,Y,Y,Y
경기도,남양주시,37.665438,127.113727,Y,Y,Y
경기도,남양주시,37.662875,127.118818,Y,Y,Y
충청남도,천안시,36.825779,127.140948,Y,Y,Y
경상북도,포항시 남구,36.008787,129.356391,Y, ,N
경상북도,포항시 남구,36.009239,129.359387,Y, ,Y
경상북도,포항시 남구,36.017862,129.339978,Y, ,Y
경상북도,포항시 남구,36.021301,129.338832,Y, ,Y
경상북도,포항시 남구,36.021461,129.339053,Y, ,Y
경상북도,포항시 남구,36.021381,129.339322,Y, ,Y
경상북도,포항시 남구,36.008945,129.353491,Y, ,Y
경상북도,포항시 남구,36.009096,129.353631,Y, ,Y
경상북도,포항시 남구,36.041681,129.376993,Y, ,Y
경상북도,포항시 남구,36.043105,129.376492,Y, ,Y
경상북도,포항시 남구,36.045877,129.376201,Y, ,Y
경상북도,포항시 남구,36.031923,129.382441,Y, ,Y
경기도,남양주시,37.672819,127.116231,Y,Y,Y
경기도,남양주시,37.672489,127.116355,Y,Y,Y
경기도,남양주시,37.677524,127.112924,Y,Y,Y
경기도,남양주시,37.677524,127.112924,Y,Y,Y
경기도,남양주시,37.680648,127.101928,Y,Y,Y
강원도,동해시,37.539616,129.110226,Y,Y,N
강원도,동해시,37.539783,129.110053,Y,Y,Y
강원도,동해시,37.549612,129.108501,Y,Y,Y
강원도,동해시,37.549575,129.109131,Y,Y,Y
강원도,동해시,37.549044,129.108832,Y,Y,Y
강원도,동해시,37.547461,129.107116,Y,Y,Y
강원도,동해시,37.581335,129.098874,Y,Y,Y
강원도,동해시,37.581291,129.098655,Y,Y,Y
강원도,동해시,37.581101,129.098691,Y,Y,Y
강원도,동해시,37.576752,129.097132,Y,Y,Y
강원도,동해시,37.576888,129.096963,Y,N,N
강원도,동해시,37.568421,129.100561,Y,Y,Y
강원도,동해시,37.568274,129.100617,Y,Y,Y
강원도,동해시,37.568375,129.100743,Y,Y,Y
강원도,동해시,37.562031,129.100337,Y,N,N
강원도,동해시,37.562078,129.101198,Y,Y,N
강원도,동해시,37.561693,129.101597,Y,Y,Y
강원도,동해시,37.557255,129.104149,Y,Y,Y
강원도,동해시,37.488513,129.069925,Y,Y,Y
강원도,동해시,37.488839,129.069291,Y,Y,Y
강원도,동해시,37.487112,129.067718,Y,Y,Y
강원도,동해시,37.486587,129.067071,Y,Y,N
강원도,동해시,37.524572,129.109698,Y,Y,Y
강원도,동해시,37.546972,129.107187,Y,Y,N
경기도,남양주시,37.650465,127.111666,Y,Y,Y
경기도,남양주시,37.655213,127.114917,Y,Y,Y
