,시도,시군구,육교명,엘리베이터,경사로,점자블럭,리프트,턱,핸드레일,위도,경도,보조시설유무
569,경기도,파주시,해솔육교,Y,Y,N,N,N,N,37.7240939,126.7470116,TW
570,경기도,파주시,중앙육교,N,Y,N,N,N,N,37.722852,126.717322,B
571,경기도,파주시,교하육교,N,N,N,N,N,N,37.724651,126.708842,Z
572,경기도,군포시,금정I.C 보도육교,N,N,N,N,N,N,37.36581221,126.9467232,Z
573,경기도,군포시,태을초교앞 보도육교,N,Y,N,N,N,N,37.37218592,126.9279071,B
574,경기도,군포시,당동 보도육교,N,Y,N,N,N,N,37.34787213,126.9396228,B
575,경기도,군포시,금정역북부역사육교,N,N,Y,N,N,N,37.37284232,126.9423669,C
576,경기도,군포시,군포부곡 보도육교,N,Y,N,N,N,N,37.32341633,126.9401165,B
577,경기도,군포시,삼성보도육교,N,Y,N,N,N,N,37.33858358,126.9316471,B
578,경기도,군포시,금정역남부역사육교,N,N,Y,N,N,N,37.371563,126.9428965,C
579,경기도,군포시,군포송정 보도육교,N,N,N,N,N,N,37.316846,126.920642,Z
580,전라북도,진안군,봉암육교,N,N,N,N,N,N,35.848884,127.339655,Z
581,전라북도,군산시,나운육교,N,N,N,N,N,N,35.969755,126.698143,Z
582,전라북도,군산시,동신육교,N,N,N,N,N,N,35.959582,126.7108828,Z
583,전라북도,군산시,미룡초교육교,N,Y,N,N,N,N,35.950055,126.685785,B
584,전라북도,군산시,미성육교,N,Y,N,N,N,N,35.954559,126.687034,B
585,전라북도,군산시,개정초교육교,N,N,N,N,N,N,35.963167,126.769079,Z
586,대구광역시,남구,대덕문화육교,N,N,N,N,N,N,35.83129333,128.5769704,Z
587,대구광역시,남구,대명육교,N,N,N,N,N,N,35.83886938,128.5688899,Z
588,광주광역시,서구,화정육교,N,N,N,N,N,N,35.15166169,126.8722501,Z
589,광주광역시,서구,양동육교,N,N,N,N,N,N,35.15443316,126.9014647,Z
590,광주광역시,서구,광천육교,N,N,N,N,N,N,35.15922697,126.8888773,Z
591,광주광역시,서구,터미널2육교,N,N,N,N,N,N,35.16005547,126.8832868,Z
592,광주광역시,서구,쌍촌2육교,N,N,N,N,N,N,35.1515209,126.8696075,Z
593,광주광역시,서구,염주육교,N,N,N,N,N,N,35.14814778,126.8714353,Z
594,광주광역시,서구,만호육교,N,N,N,N,N,N,35.13200808,126.8547531,Z
595,광주광역시,서구,상무1육교,N,N,N,N,N,N,35.15340075,126.8483058,Z
596,광주광역시,서구,상무2육교,N,N,N,N,N,N,35.15615354,126.8549626,Z
597,광주광역시,서구,운천육교,N,N,N,N,N,N,35.15162916,126.8470799,Z
598,경기도,부천시,중의육교,N,N,N,N,N,N,37.48427132,126.7707093,Z
599,경기도,부천시,중동IC 보도육교,Y,N,N,N,N,N,37.50244089,126.7452415,A
600,경기도,부천시,작동이주단지 보도육교,N,N,N,N,N,N,37.50740311,126.8115898,Z
601,경기도,부천시,위브육교,Y,N,N,N,N,N,37.49968925,126.7765929,A
602,경기도,부천시,여월홈플러스보도육교,N,Y,N,N,N,N,37.51157254,126.7991983,B
603,경기도,부천시,여월세라아파트 보도육교,N,Y,N,N,N,N,37.51157254,126.7991983,B
604,경기도,부천시,송내육교,N,Y,N,N,N,N,37.48579321,126.7710993,B
605,경기도,부천시,소풍육교,Y,N,N,N,N,N,37.50522295,126.7524151,A
606,경기도,부천시,소새울육교,Y,N,N,N,N,N,37.47033632,126.8006706,A
607,경기도,부천시,소사차도육교,N,N,N,N,N,N,37.48613543,126.7946737,Z
608,경기도,부천시,소사육교,N,N,N,N,N,N,37.48245291,126.7960186,Z
609,경기도,부천시,성곡초교 보도육교,N,Y,N,N,N,N,37.5129789,126.8056547,B
610,경기도,부천시,상동호수공원육교,N,Y,N,N,N,N,37.50244089,126.7452415,B
611,경기도,부천시,봉오대로 보도육교,Y,N,N,N,N,N,37.53161297,126.7882086,A
612,경기도,부천시,레포츠보도육교,N,N,N,N,N,N,37.49858999,126.7964186,Z
613,전라북도,남원시,금암공원 인도교,N,N,Y,N,N,N,35.39784106,127.380027,C
614,부산광역시,북구,구포삼거리 육교,N,N,N,N,N,N,35.20045269,128.9918691,Z
615,부산광역시,북구,구포역 앞 육교,Y,N,N,N,N,N,35.20667098,128.9964147,A
616,부산광역시,북구,구포역 과선인도 육교,Y,N,N,N,N,N,35.2054751,128.9971469,A
617,부산광역시,북구,양천초등학교 앞 육교,N,N,N,N,N,N,35.20952668,129.0193269,Z
618,부산광역시,북구,덕양초등학교 앞 육교,N,Y,N,N,N,N,35.20929658,129.0230912,B
619,부산광역시,북구,만덕사거리 앞 육교,N,N,N,N,N,N,35.21346327,129.037796,Z
620,부산광역시,북구,만덕1터널 입구 육교,N,N,N,N,N,N,35.21525371,129.0443002,Z
621,부산광역시,북구,도시철도 동원역 앞 육교,Y,N,N,N,N,N,35.2586474,129.0123927,A
622,부산광역시,북구,동원아파트 앞 육교,Y,N,N,N,N,N,35.22876206,129.0129216,A
623,대전광역시,서구,구봉보도육교,N,Y,N,N,N,N,36.296252,127.331354,B
624,대전광역시,서구,가수원역보도육교,N,N,N,N,N,N,36.299171,127.356733,Z
625,대전광역시,서구,대신고보도육교,N,N,N,N,N,N,36.311132,127.379957,Z
626,대전광역시,서구,관저보도육교,N,Y,N,N,N,N,36.30293542,127.3429667,B
627,대전광역시,서구,월평초교보도육교,N,Y,N,N,N,N,36.356344,127.357099,B
628,대전광역시,서구,느리울보도육교,N,Y,N,N,N,N,36.297296,127.343474,B
629,대전광역시,서구,매화보도교,N,N,N,N,N,N,36.24999615,127.3402597,Z
630,대전광역시,서구,가수원보도육교,Y,N,N,N,N,N,36.30457718,127.3509541,A
631,대전광역시,서구,용소보도육교,Y,N,N,N,N,N,36.31689917,127.3453385,A
632,대전광역시,서구,옥녀봉보도육교,N,Y,N,N,N,N,36.332063,127.346418,B
633,대전광역시,서구,선암보도육교,Y,N,N,N,N,N,36.299297,127.336078,A
634,대전광역시,서구,노곡보도육교,Y,N,N,N,N,N,36.293834,127.3434584,A
635,대전광역시,서구,사이언스보도육교,Y,N,N,N,N,N,36.3711001,127.3885001,A
636,대구광역시,수성구,만촌육교,N,N,N,N,N,N,35.85785536,128.6440987,Z
637,대구광역시,수성구,범어육교,N,N,N,N,N,N,35.85368493,128.6382257,Z
638,대구광역시,수성구,망우공원육교,N,N,N,N,N,N,35.8752654,128.6582629,Z
639,대구광역시,동구,동촌유원지육교,N,N,N,N,N,N,35.87910949,128.6508435,Z
640,대구광역시,수성구,고모육교,N,N,N,N,N,N,35.87290356,128.6582542,Z
641,대구광역시,수성구,청림육교,N,N,N,N,N,N,35.83563358,128.7033758,Z
642,경상북도,경주시,승삼네거리육교,N,N,N,N,N,N,35.87643035,129.2282919,Z
643,경상북도,경주시,근화여고육교,N,N,N,N,N,N,35.87199258,129.2257016,Z
644,경상북도,경주시,괘능보도육교,N,N,N,N,N,N,35.76413332,129.3123311,Z
645,경상북도,경주시,입실보도육교,N,N,N,N,N,N,35.71263057,129.320185,Z
646,경상북도,경산시,백천(보도)육교,N,N,N,N,N,N,35.802057,128.738375,Z
647,경상북도,경산시,영대(보도)육교,N,Y,N,N,N,N,35.829674,128.749624,B
648,경상북도,경산시,성암(보도)육교,N,Y,N,N,N,N,35.822137,128.717374,B
649,경기도,성남시,양현보도육교,Y,N,N,N,N,N,37.38414402,127.1294417,A
650,경기도,성남시,오작보도육교,N,N,N,N,N,N,37.37079426,127.1316529,Z
651,경기도,성남시,운중육교,Y,N,N,N,N,N,37.38918186,127.0916076,A
652,경기도,성남시,은하육교,Y,N,N,N,N,N,37.38996308,127.0880085,A
653,경기도,성남시,잿너머육교,Y,N,N,N,N,N,37.387883,127.111217,A
654,경기도,성남시,테크노육교,Y,N,N,N,N,N,37.40163712,127.1129778,A
655,경기도,성남시,하나육교,Y,N,N,N,N,N,37.39158355,127.0705622,A
656,경기도,성남시,학고개육교,Y,N,N,N,N,N,37.39147997,127.066604,A
657,경기도,성남시,한솔보도육교,N,N,N,N,N,N,37.36625341,127.1190207,Z
658,경기도,성남시,화랑육교,Y,N,N,N,N,N,37.40161535,127.1053203,A
659,경기도,성남시,나드리육교,Y,N,N,N,N,N,37.39456457,127.1129621,A
660,경기도,성남시,삼평육교,Y,N,N,N,N,N,37.39460238,127.1096448,A
661,경기도,성남시,경부선횡단육교,Y,N,N,N,N,N,37.397839,127.100625,A
662,대전광역시,동구,명석보도육교,N,N,N,N,N,N,36.35266835,127.4534384,Z
663,대전광역시,동구,삼정보도육교,N,N,N,N,N,N,36.32734234,127.475364,Z
664,인천광역시,계양구,갈현보도육교,N,N,Y,N,N,N,37.57563786,126.721189,C
665,부산광역시,수영구,민락초등학교 앞 육교,Y,N,N,N,N,N,35.16066234,129.1283354,A
666,부산광역시,수영구,민락교 접속육교,N,N,N,N,N,N,35.15998619,129.1315179,Z
667,부산광역시,수영구,남천동 자유한국당사 앞 육교,Y,N,N,N,N,N,35.138288,129.1079135,A
668,서울특별시,용산구,남산2호터널앞보도육교,Y,N,N,N,N,N,37.54312763,126.9895128,A
669,서울특별시,용산구,남산3호터널앞보도육교,Y,N,N,N,N,N,37.53954866,126.9874766,A
670,서울특별시,용산구,녹사평보도육교,Y,N,N,N,N,N,37.53483097,126.9870294,A
671,서울특별시,용산구,반포대교북단보도육교,N,N,N,N,N,N,37.52036862,126.9935205,Z
672,서울특별시,용산구,북한남삼거리보도육교,N,Y,N,N,N,N,37.54197477,127.0032498,B
673,서울특별시,용산구,서빙고역앞보도육교,Y,N,N,N,N,N,37.51991434,126.9908192,A
674,경기도,안양시,박달삼거리 육교,Y,N,N,N,N,N,37.4022931,126.9057586,A
675,경기도,성남시,검단보도육교,N,N,N,N,N,N,37.43087847,127.1518523,Z
676,경기도,성남시,대하보도육교,N,N,N,N,N,N,37.43072965,127.152555,Z
677,경기도,성남시,공단보도육교,N,N,N,N,N,N,37.43307808,127.1649906,Z
678,경기도,성남시,시청보도육교,Y,N,N,N,N,N,37.419248,127.128743,A
679,경기도,성남시,공원보도육교,N,N,N,N,N,N,37.37821767,127.1281637,Z
680,경기도,성남시,궁골육교,Y,N,N,N,N,N,37.40365572,127.1100603,A
681,경기도,성남시,까치육교,Y,N,N,N,N,N,37.39151516,127.0796448,A
682,경기도,성남시,낙생육교,Y,N,N,N,N,N,37.39167343,127.1112779,A
683,경기도,성남시,너더리육교,Y,N,N,N,N,N,37.38824958,127.0990774,A
684,경기도,성남시,동안육교,Y,N,N,N,N,N,37.40166905,127.1096799,A
685,경기도,성남시,동판교육교,Y,N,N,N,N,N,37.39483246,127.1168343,A
686,경기도,성남시,뫼루니육교,Y,N,N,N,N,N,37.39119214,127.0829238,A
687,경기도,성남시,미동육교,Y,N,N,N,N,N,37.40318937,127.1023182,A
688,경기도,성남시,백현육교,Y,N,N,N,N,N,37.3895995,127.1129416,A
689,경기도,성남시,벌말육교,Y,N,N,N,N,N,37.4020226,127.1168455,A
690,경기도,성남시,봇들육교,Y,N,N,N,N,N,37.40320979,127.107726,A
691,경기도,성남시,분당보도육교,Y,N,N,N,N,N,37.37228031,127.147101,A
692,경기도,성남시,사랑보도육교,N,N,N,N,N,N,37.3738277,127.1282374,Z
693,경기도,성남시,서판교육교,Y,N,N,N,N,N,37.39169967,127.0729778,A
694,경기도,성남시,서현보도육교,Y,N,N,N,N,N,37.38054616,127.1236138,A
695,경기도,성남시,성내미육교,Y,N,N,N,N,N,37.4005708,127.096112,A
696,경기도,성남시,숲안보도육교,N,N,N,N,N,N,37.37352147,127.1239049,Z
697,경기도,성남시,신기보도육교,N,N,N,N,N,N,37.35992738,127.1124908,Z
698,경기도,성남시,양지보도육교,N,N,N,N,N,N,37.37757628,127.1202173,Z
699,경기도,평택시,소사 보도육교,Y,N,N,N,N,N,36.98994288,127.1211055,A
700,경기도,평택시,문화아파트 앞 보도육교,N,Y,N,N,N,N,36.99212625,127.1142766,B
701,경기도,평택시,용이 보도육교,Y,N,N,N,N,N,36.99852461,127.1446355,A
702,경기도,평택시,현촌 보도육교,Y,N,N,N,N,N,36.99897582,127.1320226,A
703,경기도,평택시,용죽1 보도육교,Y,N,N,N,N,N,36.99423876,127.1202343,A
704,경기도,평택시,용죽2 보도육교,Y,N,N,N,N,N,36.99869289,127.1214347,A
705,경기도,평택시,용죽3 보도육교,Y,N,N,N,N,N,36.99738329,127.1288466,A
706,경기도,평택시,신흥 보도육교,Y,N,N,N,N,N,37.00138001,127.1428089,A
707,경기도,평택시,송탄공단 앞 보도육교,N,Y,N,N,N,N,37.03791533,127.0697727,B
708,경기도,평택시,송탄여중고 옆 보도육교,N,Y,N,N,N,N,37.07184782,127.0652945,B
709,경기도,평택시,아주아파트-라이프아파트간 보도육교,N,Y,N,N,N,N,37.08266687,127.062135,B
710,경기도,평택시,장당지구 보도육교,Y,N,N,N,N,N,37.04931264,127.0597695,A
711,경기도,평택시,장당지구 지상경사로,N,Y,N,N,N,N,37.05117565,127.0597036,B
712,경기도,평택시,이충지구 보도육교,Y,N,N,N,N,N,37.05819454,127.0625051,A
713,경기도,평택시,진위 보도육교,Y,N,N,N,N,N,37.10979703,127.0634719,A
714,경기도,평택시,갈평 보도육교,N,N,N,N,N,N,37.05929603,127.0533613,Z
715,경기도,평택시,송탄역 보도육교,N,N,N,N,N,N,37.07655963,127.0543935,Z
716,경기도,평택시,청북지구 보도육교1,Y,N,N,N,N,N,37.01934792,126.9165056,A
717,경기도,평택시,청북지구 보도육교2,Y,N,N,N,N,N,37.01516142,126.9142311,A
718,경기도,평택시,청북지구 보도육교3,Y,N,N,N,N,N,37.02346233,126.9145025,A
719,경기도,평택시,청북지구 보도육교4,Y,N,N,N,N,N,37.02062614,126.9145315,A
720,경기도,평택시,청북지구 보도육교5,Y,N,N,N,N,N,37.01846627,126.9127451,A
721,경기도,평택시,청북지구 보도육교6,Y,N,N,N,N,N,37.01960195,126.9110499,A
722,충청남도,천안시,충무육교,N,N,N,N,N,N,37.4153937,127.756333,Z
723,충청남도,천안시,대봉육교,N,N,N,N,N,N,37.4214689,127.853987,Z
724,충청남도,천안시,불당원형육교,Y,N,N,N,N,N,37.422195,127.630748,A
725,충청남도,천안시,성정육교,N,N,N,N,N,N,37.4246105,127.0906563,Z
726,충청남도,천안시,영성육교,N,N,N,N,N,N,37.4416576,127.0845349,Z
727,충청남도,천안시,역말육교,N,N,N,N,N,N,37.4331734,127.0919063,Z
728,충청남도,천안시,공단육교,N,N,N,N,N,N,37.435554,127.0918396,Z
729,충청남도,천안시,부성육교,N,N,N,N,N,N,37.4440589,127.0918378,Z
730,충청남도,천안시,공대육교,N,N,N,N,N,N,37.4459882,127.0931723,Z
731,충청남도,천안시,성환육교,N,N,N,N,N,N,37.4846884,127.0816943,Z
732,충청남도,천안시,쌍용인도육교,N,N,N,N,N,N,37.4142689,127.0742428,Z
733,충청남도,천안시,동서인도육교,N,N,N,N,N,N,36.82589652,127.0916418,Z
734,충청남도,천안시,청운교,Y,N,N,N,N,N,37.4314788,127.0708249,A
735,충청남도,천안시,선샘교,N,N,N,N,N,N,37.4256126,127.0616059,Z
736,충청남도,천안시,구성육교,N,N,N,N,N,N,37.4132376,127.0959693,Z
737,충청남도,천안시,유량육교,N,N,N,N,N,N,37.4216639,127.0947382,Z
738,충청남도,천안시,태조산육교,N,N,N,N,N,N,37.4254052,127.1006221,Z
739,충청남도,천안시,구성삼거리육교,Y,N,N,N,N,N,37.4143464,127.0941728,A
740,충청남도,천안시,천안삼거리육교,N,N,N,N,N,N,37.4113395,127.1003013,Z
741,충청남도,천안시,일봉육교,N,N,N,N,N,N,37.415009,127.0822442,Z
742,충청남도,천안시,신안육교,N,N,N,N,N,N,37.4248279,127.0942706,Z
743,충청남도,천안시,서부육교,N,Y,N,N,N,N,37.424628,127.0758939,B
744,충청남도,천안시,태조산구름다리,N,N,N,N,N,N,37.4329781,127.1133872,Z
745,대구광역시,중구,동인육교,N,N,N,N,N,N,35.868589,128.6098925,Z
746,대구광역시,중구,동산육교,N,N,N,N,N,N,35.868951,128.582297,Z
747,경상북도,포항시,남부육교,N,N,N,N,N,N,36.027082,129.354123,Z
748,경상북도,포항시,동부육교,N,N,N,N,N,N,36.063703,129.381231,Z
749,경상북도,포항시,동촌육교,N,N,N,N,N,N,35.997785,129.388553,Z
750,경상북도,포항시,송도1육교,N,N,N,N,N,N,36.055954,129.378216,Z
751,경상북도,포항시,송도2육교,N,N,N,N,N,N,36.055954,129.378216,Z
752,경상북도,포항시,지곡육교,N,N,N,N,N,N,36.027884,129.327709,Z
753,경상북도,포항시,약전육교,N,N,N,N,N,N,35.9904614,129.452964,Z
754,전라남도,영광군,영광중앙육교,N,N,N,N,N,N,35.277492,126.506635,Z
755,전라남도,영광군,북문재2교,N,N,N,N,N,N,35.28194325,126.5120271,Z
756,전라남도,영광군,법성육교,N,N,N,N,N,N,35.365058,126.443155,Z
757,전라남도,영광군,홍농육교,N,N,N,N,N,N,35.399074,126.443144,Z
758,충청남도,서천군,서천초육교,N,N,N,N,N,N,36.07756989,126.6883287,Z
759,충청남도,서천군,한산모시전수교육관 연결육교,N,N,N,N,N,N,36.0799446,126.7987038,Z
760,광주광역시,광산구,신가육교,N,N,N,N,N,N,35.17897981,126.8270318,Z
761,광주광역시,광산구,신흥육교,N,N,N,N,N,N,35.14647437,126.8074628,Z
762,광주광역시,광산구,우산육교,N,N,N,N,N,N,35.15867016,126.8077194,Z
763,광주광역시,광산구,시영육교,N,N,N,N,N,N,35.16423281,126.8085186,Z
764,광주광역시,광산구,첨단경사육교,N,Y,N,N,N,N,35.21768417,126.8473515,B
765,광주광역시,광산구,운남육교,N,N,N,N,N,N,35.17933593,126.8208942,Z
766,광주광역시,광산구,대반육교,N,N,N,N,N,N,35.1760765,126.8084359,Z
767,광주광역시,광산구,금구육교,N,N,N,N,N,N,35.17664033,126.8175079,Z
768,광주광역시,광산구,보훈육교,N,N,N,N,N,N,35.2088374,126.8473406,Z
769,광주광역시,광산구,산월육교,N,N,N,N,N,N,35.21141519,126.8472864,Z
770,광주광역시,광산구,신창1육교,N,Y,N,N,N,N,35.19069961,126.8350662,B
771,광주광역시,광산구,고실육교,N,Y,N,N,N,N,35.19855818,126.8154768,B
772,광주광역시,광산구,장덕육교,N,N,N,N,N,N,35.18563705,126.812388,Z
773,광주광역시,광산구,장자울육교,N,Y,N,N,N,N,35.17664939,126.8175353,B
774,광주광역시,광산구,아름2육교,N,N,N,N,N,N,35.18670553,126.8215862,Z
775,광주광역시,광산구,아름1육교,N,N,N,N,N,N,35.18290129,126.8212322,Z
776,광주광역시,광산구,수완육교,N,N,N,N,N,N,35.19774707,126.821562,Z
777,광주광역시,광산구,솔빛육교,N,N,N,N,N,N,35.19077723,126.8261229,Z
778,광주광역시,광산구,선운육교,N,Y,N,N,N,N,35.1465004,126.7778991,B
779,대구광역시,달성군,공단육교,N,N,N,N,N,N,35.724928,128.455397,Z
780,대구광역시,달성군,화원육교,N,N,N,N,N,N,35.807598,128.508197,Z
781,대구광역시,달성군,본리육교,N,N,N,N,N,N,35.78900546,128.4641388,Z
782,대구광역시,서구,서대구초교 육교,N,N,N,N,N,N,35.88673533,128.5583873,Z
783,대구광역시,서구,서구청앞 육교,N,N,N,N,N,N,35.87170331,128.5601843,Z
784,대구광역시,서구,서신 육교,N,N,N,N,N,N,35.8722847,128.5734591,Z
785,대구광역시,서구,비산보도 육교,Y,N,N,N,N,N,35.8832355,128.5646632,A
786,대구광역시,서구,원대보도 육교,Y,N,N,N,N,N,35.88096511,128.5742989,A
787,경기도,의정부시,솔뫼초교앞 육교,N,N,N,N,N,N,37.73174228,127.0828489,Z
788,경기도,의정부시,금오벽산아파트앞 육교,Y,N,N,N,N,N,37.75451516,127.0747778,A
789,경기도,의정부시,녹양택지 육교 1,N,Y,N,N,N,N,37.76035818,127.0397051,B
790,경기도,의정부시,녹양택지 육교 3,N,Y,N,N,N,N,37.76123659,127.0368482,B
791,경상남도,창원시,신촌삼거리 보도육교,N,Y,N,N,N,N,35.19580276,128.7107123,B
792,경상남도,창원시,외리육교,N,N,N,N,N,N,35.195034,128.704303,Z
793,경상남도,창원시,월영화인APT육교,N,N,N,N,N,N,35.174865,128.555269,Z
794,대전광역시,서구,매화보도교,N,N,N,N,N,N,36.25000076,127.3402643,Z
795,대전광역시,서구,가수원보도육교,Y,N,N,N,N,N,36.30443775,127.3510038,A
796,대전광역시,서구,용소보도육교,Y,N,N,N,N,N,36.3168958,127.3453566,A
797,대전광역시,서구,옥녀봉보도육교,N,Y,N,N,N,N,36.33216536,127.3461173,B
798,대전광역시,서구,노곡보도육교,Y,N,N,N,N,N,36.29382956,127.3434609,A
799,대전광역시,동구,명석보도육교,N,N,N,N,N,N,36.35256214,127.4534078,Z
800,대전광역시,서구,선암보도육교,Y,N,N,N,N,N,36.29636057,127.3361545,A
801,대전광역시,대덕구,신탄진역육교,N,N,N,N,N,N,36.44964034,127.4281585,Z
802,대전광역시,서구,한밭대교네거리육교,N,Y,N,N,N,N,36.35693917,127.4014316,B
803,대전광역시,중구,어덕마을로육교,N,Y,N,N,N,N,36.34284106,127.4088722,B
804,대전광역시,중구,대전상업고등학교 옆 육교,N,N,N,N,N,N,36.33322827,127.4213002,Z
805,대전광역시,대덕구,한남육교,Y,N,Y,N,N,N,36.35130671,127.4195759,TW
806,대전광역시,대덕구,한남육교,Y,N,Y,N,N,N,36.35117327,127.4195789,TW
807,대전광역시,유성구,대덕테크노밸리보도육교,Y,N,N,N,N,N,36.42488716,127.3936858,A
808,대전광역시,유성구,대덕테크노밸리보도육교,Y,N,N,N,N,N,36.42568565,127.3942039,A
809,대전광역시,동구,중앙철도시장육교,Y,Y,N,N,N,N,36.32646081,127.4341228,TW
810,대전광역시,중구,문화육교,N,N,N,N,N,N,36.31374293,127.4026281,Z
811,대전광역시,중구,문화육교,Y,N,N,N,N,N,36.31386988,127.4025105,A
812,대전광역시,중구,서대전육교,N,N,N,N,N,N,36.32005984,127.403752,Z
813,대전광역시,중구,서대전육교,N,Y,N,N,N,N,36.31985192,127.4037417,B
814,경상남도,창원시,자산 대림빌라 육교,N,N,N,N,N,N,35.205333,128.560798,Z
815,경상남도,창원시,해안로 반월육교,N,N,N,N,N,N,35.188721,128.565878,Z
816,경상남도,창원시,현동예곡마을육교,N,N,N,N,N,N,35.168581,128.555066,Z
817,경상남도,창원시,석전사거리육교,N,N,N,N,N,N,35.225265,128.571096,Z
818,경상남도,창원시,팔용육교,N,N,N,N,N,N,35.242995,128.591964,Z
819,경상남도,창원시,양덕초교앞육교,N,N,N,N,N,N,35.233424,128.587102,Z
820,경상남도,창원시,서광아파트앞육교,N,N,N,N,N,N,35.216209,128.612223,Z
821,경상남도,창원시,석전동육교,N,N,N,N,N,N,35.23057011,128.5694877,Z
822,경상남도,창원시,구암고교앞육교,N,N,N,N,N,N,35.247058,128.596815,Z
823,경상남도,창원시,중앙초교앞육교,N,N,N,N,N,N,35.248349,128.602593,Z
824,경상남도,창원시,회원육교,N,N,N,N,N,N,35.222676,128.568859,Z
825,경상남도,창원시,마여중앞육교,N,N,N,N,N,N,35.221316,128.561039,Z
826,경상남도,창원시,한전앞육교,N,N,N,N,N,N,35.251462,128.600483,Z
827,경상남도,창원시,풍호초등학교사거리,N,N,N,N,N,N,35.138659,128.709504,Z
828,경상남도,창원시,해군아파트사거리,N,N,N,N,N,N,35.144721,128.706803,Z
829,경상남도,창원시,경화육교,N,N,N,N,N,N,35.157454,128.681612,Z
830,경상남도,창원시,상공회의소사거리,N,N,N,N,N,N,35.160032,128.694904,Z
831,경상남도,창원시,대발령 보도육교,N,N,N,N,N,N,35.12270564,128.7121024,Z
832,대전광역시,대덕구,화정초교앞 도육교,Y,N,N,N,N,N,36.358064,127.4124963,A
833,대전광역시,대덕구,오정동보도육교,N,Y,N,N,N,N,36.3541031,127.4155351,B
834,대전광역시,대덕구,읍내동보도육교,Y,N,N,N,N,N,36.377602,127.426872,A
835,대전광역시,대덕구,와동보도육교,Y,N,N,N,N,N,36.39704069,127.4230697,A
836,대전광역시,대덕구,신탄진역보도육교,N,N,N,N,N,N,36.4493592,127.4276905,Z
837,대전광역시,대덕구,신대화아파트앞보도육교,N,N,N,N,N,N,36.365528,127.4181335,Z
838,대전광역시,대덕구,남경마을보도육교,N,Y,N,N,N,N,36.4439714,127.4293236,B
839,대전광역시,대덕구,제조창건널목보도육교,N,Y,N,N,N,N,36.4316468,127.4228726,B
840,서울특별시,종로구,신영로타리 보도육교,Y,N,N,N,N,N,37.603668,126.961852,A
841,서울특별시,종로구,세검 보도육교,Y,N,N,N,N,N,37.602095,126.961137,A
842,서울특별시,종로구,서울예고앞 보도육교,Y,N,N,N,N,N,37.606153,126.968444,A
843,대전광역시,서구,다모아보도육교,N,Y,N,N,N,N,36.363314,127.366608,B
844,대전광역시,서구,갑천1보도육교,N,Y,N,N,N,N,36.35826827,127.3596709,B
845,대전광역시,서구,갑천2보도육교,N,Y,N,N,N,N,36.35882369,127.3607653,B
846,대전광역시,서구,누리보도육교,N,Y,N,N,N,N,36.35778653,127.3687795,B
847,대전광역시,서구,수정보도육교,N,Y,N,N,N,N,36.357677,127.397012,B
848,대전광역시,서구,한밭보도육교,N,Y,N,N,N,N,36.35790766,127.4004413,B
849,서울특별시,구로구,고척교앞 보도육교,Y,N,N,N,N,N,37.4982869,126.8727319,A
850,서울특별시,구로구,이씨의다리 보도육교,N,N,N,N,N,N,37.51030426,126.8776202,Z
851,서울특별시,구로구,구일역앞 보도육교,Y,N,N,N,N,N,37.49507493,126.8720091,A
852,서울특별시,구로구,신구로유수지앞 보도육교,N,N,N,N,N,N,37.48850239,126.8731239,Z
853,경상남도,통영시,진남초교 앞 육교,N,N,N,N,N,N,34.83333882,128.4095877,Z
854,경상남도,통영시,산복도로육교,N,N,N,N,N,N,34.855819,128.425696,Z
855,부산광역시,남구,문현교차로육교,Y,N,N,N,N,N,35.1377825,129.0683281,A
856,부산광역시,남구,대천중학교앞,Y,N,N,N,N,N,35.1285448,129.1033023,A
857,부산광역시,남구,동항초 앞,N,N,N,N,N,N,35.1140153,129.0829062,Z
858,부산광역시,남구,오륙도길,Y,N,N,N,N,N,35.1022182,129.1167677,A
859,부산광역시,남구,신선대지하차도앞,Y,N,N,N,N,N,35.1262586,129.1013948,A
860,인천광역시,중구,남육교,N,Y,N,N,N,N,37.48978879,126.4870588,B
861,인천광역시,중구,방조제육교,N,N,N,N,N,N,37.49599534,126.4719929,Z
862,인천광역시,중구,북육교,N,Y,N,N,N,N,37.50019006,126.487737,B
863,인천광역시,중구,상업지구육교,N,Y,N,N,N,N,37.49281968,126.4871871,B
864,인천광역시,중구,중앙공원,N,Y,N,N,N,N,37.49564134,126.4875425,B
865,대전광역시,대덕구,신대화아파트앞보도육교,N,N,N,N,N,N,36.36546937,127.4189276,Z
866,대전광역시,중구,중촌시민공원육교,Y,N,N,N,N,N,36.34121168,127.405734,A
867,대전광역시,대덕구,신탄진과선교육교,N,N,N,N,N,N,36.44056871,127.4286875,Z
868,대전광역시,대덕구,신탄진과선교육교,N,N,N,N,N,N,36.44070726,127.4283867,Z
869,대전광역시,서구,갈마육교,N,N,N,N,N,N,36.35120091,127.3721584,Z
870,대전광역시,유성구,유림공원육교,N,Y,N,N,N,N,36.36084703,127.3586307,B
871,대전광역시,유성구,월드컵대로육교,Y,N,N,N,N,N,36.34851635,127.3437547,A
872,대전광역시,유성구,월골보도육교,N,Y,N,N,N,N,36.34227733,127.3390926,B
873,대전광역시,유성구,원신흥보도육교,Y,Y,N,N,N,N,36.33862935,127.3445289,TW
874,대전광역시,유성구,상대보도육교,Y,Y,N,N,N,N,36.34846291,127.3366639,TW
