시도,시군구,장애인편의시설종류,위도,경도
경기도,오산시,엘리베이터+점자블럭,37.169115,127.064049
경기도,오산시,경사로,37.183341,127.039203
경기도,오산시,엘리베이터+점자블럭,37.192029,127.061532
서울특별시,금천구,엘리베이터,37.466615,126.897695
서울특별시,금천구,엘리베이터,37.43430825,126.903577
서울특별시,금천구,엘리베이터,37.447902,126.900726
서울특별시,금천구,점자블럭,37.478621,126.876975
서울특별시,금천구,경사로,37.462907,126.890424
서울특별시,금천구,점자블럭,37.467552,126.890943
서울특별시,금천구,엘리베이터,37.455396,126.888885
경기도,김포시,경사로,37.6625476,126.633914
경기도,김포시,엘리베이터,37.642871,126.664973
경기도,김포시,엘리베이터,37.641566,126.666898
경기도,김포시,엘리베이터,37.6421535,126.656937
경기도,김포시,엘리베이터,37.6475225,126.6774076
경기도,김포시,엘리베이터,37.6514716,126.6285925
충청남도,예산군,경사로,36.6944597,126.8323637
서울특별시,관악구,경사로,37.48867351,126.916324
서울특별시,관악구,경사로,37.49205057,126.957711
서울특별시,관악구,경사로,37.48728083,126.9452473
경기도,오산시,경사로,37.1634438,127.0683258
경기도,오산시,경사로,37.142879,127.074783
경기도,오산시,경사로,37.140295,127.078279
대구광역시,달서구,점자블럭,35.80884637,128.5109235
대구광역시,달서구,점자블럭,35.86547932,128.525679
대구광역시,달서구,점자블럭,35.80771434,128.5521229
대구광역시,달서구,점자블럭,35.80724491,128.5498193
대구광역시,달서구,점자블럭,35.83110936,128.5260827
서울특별시,서대문구,엘리베이터,37.560975,126.9418556
충청북도,충주시,경사로,36.964295,127.924624
충청북도,충주시,엘리베이터,37.014285,127.826974
충청북도,충주시,엘리베이터,37.006544,127.815413
경기도,김포시,경사로,37.621081,126.717038
경기도,김포시,경사로,37.619587,126.719212
경기도,김포시,경사로,37.686773,126.590259
경기도,김포시,경사로,37.687265,126.590619
경기도,김포시,경사로,37.6625476,126.633914
경기도,김포시,경사로,37.6560249,126.6306603
경상북도,구미시,엘리베이터,36.124452,128.336875
경상북도,구미시,엘리베이터,36.107825,128.417745
인천광역시,미추홀구,경사로,37.45127311,126.631758
인천광역시,미추홀구,경사로,37.445337,126.690402
대구광역시,달서구,점자블럭,35.85057,128.5133674
대구광역시,달서구,점자블럭,35.84917998,128.5451459
대구광역시,달서구,점자블럭,35.85754917,128.5566095
대구광역시,달서구,점자블럭,35.82817003,128.5601883
경기도,이천시,엘리베이터+점자블럭,37.25601404,127.3511666
경기도,이천시,엘리베이터+점자블럭,37.30503377,127.4049025
경기도,이천시,엘리베이터+점자블럭,37.25970848,127.4770612
경기도,이천시,경사로,37.24461709,127.4948977
전라북도,익산시,엘리베이터,35.96637859,127.0136694
전라남도,광양시,경사로,34.93340735,127.6904363
전라남도,광양시,경사로,34.94245668,127.7265646
전라남도,광양시,경사로,34.936176,127.7253574
충청남도,서산시,휠체어 리프트,36.7700528,126.4580608
경기도,시흥시,경사로,37.36789973,126.814585
경기도,시흥시,경사로,37.3546971,126.715703
인천광역시,서구,엘리베이터+경사로,37.529925,126.642682
인천광역시,서구,엘리베이터+경사로,37.529564,126.626104
인천광역시,서구,엘리베이터+경사로,37.536383,126.626065
인천광역시,서구,경사로,37.525089,126.667247
경기도,광주시,경사로,37.41789329,127.249877
경기도,광주시,경사로,37.38637107,127.2354198
경기도,광주시,경사로,37.40396622,127.2363483
경기도,광주시,경사로,37.360013,127.151009
전라북도,완주군,엘리베이터,35.9070824,127.062021
전라남도,목포시,경사로,34.7926162,126.4178012
전라남도,목포시,경사로,34.8022406,126.4398618
경상남도,의령군,경사로,35.31400209,128.2565761
강원도,원주시,경사로,37.40700167,127.9568051
강원도,원주시,경사로,37.41079621,127.9594464
강원도,원주시,엘리베이터,37.32482759,127.9910403
강원도,강릉시,경사로,37.797323,128.916759
강원도,강릉시,경사로,37.767951,128.951321
경기도,안양시,엘리베이터,37.3676845,126.9587908
경기도,안양시,엘리베이터,37.3858624,126.9504651
경기도,안양시,엘리베이터,37.4339014,126.903779
경기도,안양시,엘리베이터,37.37812652,126.967912
경기도,안양시,엘리베이터,37.3945594,126.925384
경기도,안양시,엘리베이터,37.3994214,126.9386655
경기도,안양시,경사로,37.3867809,126.9587683
경기도,안양시,경사로,37.38668847,126.9603797
경기도,안양시,경사로,37.3818035,126.9563052
경기도,안양시,경사로,37.38310598,126.9704796
경기도,안양시,경사로,37.39052262,126.962384
경기도,안양시,경사로,37.3987117,126.9495243
경기도,안양시,경사로,37.3978633,126.9554415
경기도,안양시,경사로,37.396314,126.9508033
경기도,안양시,경사로,37.3936897,126.947137
경기도,안양시,경사로,37.3989065,126.959855
경기도,안양시,경사로,37.3901524,126.9651204
경기도,안양시,경사로,37.3873402,126.9553378
경기도,안양시,경사로,37.3874853,126.9661254
경기도,안양시,경사로,37.3845541,126.9563174
경기도,안양시,엘리베이터,37.3851652,126.9346205
경기도,안양시,엘리베이터,37.399255,126.9245448
경상북도,경산시,엘리베이터,35.828473,128.719263
경상북도,경산시,경사로,35.826319,128.730438
경상북도,경산시,경사로,35.837304,128.730337
경상북도,경산시,경사로,35.831304,128.722594
경상북도,경산시,경사로,35.812219,128.730696
경상남도,진주시,경사로,35.1796118,128.1045126
경기도,여주시,경사로,37.267992,127.637736
경기도,여주시,경사로,37.258077,127.645893
경기도,여주시,엘리베이터,37.210793,127.541919
경기도,안양시,엘리베이터,37.3632713,126.960806
경기도,용인시,엘리베이터,37.29946846,127.0647334
경기도,용인시,엘리베이터,37.32900888,127.0677148
경기도,용인시,엘리베이터,37.32477086,127.1226031
경기도,용인시,경사로,37.32532492,127.1100039
세종특별자치시,조치원읍,엘리베이터,36.60293108,127.2941813
세종특별자치시,만남로,엘리베이터,36.51462797,127.2403716
세종특별자치시,나리로,엘리베이터,36.47313162,127.2544816
세종특별자치시,달빛1로,엘리베이터,36.5090014,127.2463514
세종특별자치시,세종로,엘리베이터,36.48771564,127.2432312
충청남도,계룡시,경사로,36.292687,127.242539
강원도,태백시,점자블럭+경사로,37.16512595,128.9941157
강원도,태백시,점자블럭+경사로,37.15068648,128.9921156
울산광역시,중구,경사로,35.552009,129.348251
울산광역시,중구,엘리베이터,35.559841,129.292801
경상남도,남해군,엘리베이터,34.831094,127.905569
서울특별시,양천구,점자블럭,37.52811368,126.854009
서울특별시,양천구,점자블럭,37.51360041,126.8697042
서울특별시,양천구,점자블럭,37.51096532,126.8439717
서울특별시,양천구,점자블럭+경사로,37.52813225,126.876521
서울특별시,양천구,점자블럭+경사로,37.51722556,126.876469
서울특별시,양천구,점자블럭+경사로,37.53698185,126.8867439
서울특별시,양천구,점자블럭+경사로,37.51513262,126.8308648
서울특별시,강남구,엘리베이터+점자블럭,37.4926466,127.0533774
서울특별시,강남구,점자블럭,37.49028284,127.0694253
서울특별시,강남구,엘리베이터+점자블럭,37.4716355,127.0525917
서울특별시,강남구,점자블럭+경사로,37.48932458,127.082097
서울특별시,강남구,엘리베이터+점자블럭,37.49328988,127.0951503
서울특별시,강남구,엘리베이터+점자블럭,37.48806952,127.0534832
서울특별시,강남구,엘리베이터+점자블럭,37.48536752,127.0377727
서울특별시,강서구,엘리베이터,37.556773,126.836942
서울특별시,강서구,엘리베이터,37.563795,126.806728
서울특별시,성북구,엘리베이터,37.603501,127.014203
서울특별시,성동구,엘리베이터,37.55682075,127.0394077
서울특별시,노원구,경사로,37.6389605,127.0663451
서울특별시,노원구,엘리베이터,37.62365522,127.063988
서울특별시,노원구,엘리베이터,37.64335737,127.1088503
서울특별시,노원구,경사로,37.68621458,127.0528727
서울특별시,노원구,경사로,37.68864404,127.0558536
강원도,춘천시,엘리베이터,37.863336,127.719436
강원도,춘천시,경사로,37.840538,127.714284
경기도,남양주시,점자블럭+경사로,37.64480145,127.1176916
경기도,남양주시,점자블럭+경사로,37.64662797,127.1142537
경기도,남양주시,점자블럭+경사로,37.66167002,127.1267984
경기도,남양주시,점자블럭+경사로+엘리베이터,37.64616615,127.1218825
경기도,남양주시,엘리베이터+점자블럭,37.71884601,127.1910173
경기도,남양주시,엘리베이터+점자블럭,37.7148201,127.1869758
경기도,남양주시,엘리베이터+점자블럭,37.60023437,127.1743068
경기도,남양주시,엘리베이터+점자블럭,37.60577935,127.1551897
경기도,남양주시,엘리베이터+점자블럭,37.72960264,127.1941977
서울특별시,성북구,엘리베이터,37.608602,126.999603
서울특별시,성북구,엘리베이터,37.609903,126.996101
서울특별시,성북구,엘리베이터,37.604811,127.045503
부산광역시,금정구,엘리베이터,35.24524449,129.0926556
부산광역시,금정구,경사로,35.21862801,129.104521
대전광역시,중구,경사로,36.33111601,127.4095723
대전광역시,중구,경사로,36.32403193,127.4020094
대전광역시,중구,경사로,36.30816072,127.3914718
대전광역시,중구,경사로,36.30996358,127.3972769
대전광역시,중구,엘리베이터+경사로,36.31577204,127.3883388
대전광역시,중구,엘리베이터+경사로,36.28231876,127.3763437
대구광역시,북구,엘리베이터,35.878123,128.585014
대구광역시,북구,엘리베이터,35.898654,128.548255
대구광역시,북구,경사로,35.901559,128.513193
경기도,고양시,경사로,37.68047139,126.7515967
경기도,고양시,경사로,37.66834954,126.765681
경기도,고양시,경사로,37.67774582,126.7707145
경기도,고양시,경사로,37.68113823,126.7608067
경기도,고양시,엘리베이터,37.61373849,126.8292768
경기도,고양시,엘리베이터+경사로,37.66464875,126.7420642
경기도,고양시,엘리베이터,37.70273093,126.760421
경기도,고양시,엘리베이터+경사로,37.69507267,126.7621663
경기도,고양시,경사로,37.68578216,126.7655771
경기도,고양시,엘리베이터,37.61770701,126.8257797
경기도,고양시,점자블럭+경사로,37.67083031,126.7996206
경기도,고양시,점자블럭+경사로,37.67083031,126.7996206
경기도,고양시,엘리베이터+경사로,37.70380951,126.7533094
경기도,고양시,엘리베이터+경사로,37.69977416,126.7510489
경기도,고양시,엘리베이터+경사로,37.69747377,126.7523172
경기도,고양시,엘리베이터+경사로,37.69811075,126.7555528
경기도,고양시,경사로,37.62247076,126.8360702
경기도,고양시,경사로,37.65948674,126.7726989
경기도,고양시,경사로,37.65948674,126.7726989
울산광역시,남구,엘리베이터,35.54931947,129.3129127
경기도,고양시,경사로,37.61842845,126.8497837
경기도,고양시,경사로,37.61662518,126.8469549
경기도,고양시,엘리베이터,37.61662518,126.8469549
경기도,고양시,경사로,37.65948674,126.7726989
경기도,고양시,경사로,37.685252,126.7808247
경기도,고양시,점자블럭+경사로,37.66523698,126.7841658
경기도,고양시,엘리베이터+경사로,37.65589641,126.7720388
경기도,고양시,엘리베이터,37.67803632,126.8194732
경기도,고양시,엘리베이터,37.68413609,126.8145837
경기도,고양시,엘리베이터+경사로,37.68156749,126.80744
경기도,고양시,엘리베이터,37.67881902,126.8158781
경기도,고양시,엘리베이터,37.67695781,126.8099869
경기도,고양시,엘리베이터,37.65490653,126.7715403
경기도,고양시,경사로,37.68243677,126.7864135
경기도,고양시,경사로,37.667026,126.7530474
경기도,고양시,경사로,37.6521491,126.7725307
경기도,고양시,점자블럭+경사로,37.67288456,126.771578
경기도,고양시,점자블럭+경사로,37.67787683,126.7666731
경기도,고양시,경사로,37.67117236,126.7620632
경기도,고양시,경사로,37.66808929,126.7562756
경기도,고양시,경사로,37.68267729,126.757102
경기도,광명시,엘리베이터,37.4142839,126.8834102
경기도,광명시,엘리베이터,37.41258171,126.8848425
경기도,광명시,엘리베이터,37.44915348,126.8942893
경기도,고양시,점자블럭+경사로,37.6565703,126.7792186
경기도,고양시,엘리베이터+경사로,37.6619258,126.7508077
경기도,고양시,엘리베이터+경사로,37.66172442,126.7546265
경기도,고양시,엘리베이터+경사로,37.66226794,126.7569581
경기도,고양시,엘리베이터+경사로,37.66012088,126.7583478
경기도,고양시,경사로,37.667053,126.7530474
경기도,고양시,점자블럭+경사로,37.66799365,126.7516307
경기도,고양시,점자블럭+경사로,37.66620656,126.747672
경기도,고양시,점자블럭+경사로,37.67242119,126.7974725
경기도,고양시,엘리베이터+경사로,37.65490653,126.7715403
경기도,고양시,점자블럭+경사로,37.65418455,126.7835689
경기도,고양시,점자블럭+경사로,37.65458633,126.7831444
경기도,고양시,점자블럭+경사로,37.66515333,126.7835571
경기도,고양시,점자블럭+경사로,37.65630577,126.783197
경기도,고양시,점자블럭+경사로,37.64724262,126.792521
경기도,고양시,점자블럭+경사로,37.66893348,126.7458028
경기도,고양시,점자블럭+경사로,37.68098252,126.8929304
경기도,고양시,경사로,37.61535896,126.851061
경기도,의왕시,경사로,37.334824,126.980738
경기도,의왕시,경사로,37.376677,126.974445
경기도,의왕시,경사로,37.377178,126.971818
경기도의왕시,계원대학로,경사로,37.379418,126.974829
경기도,의왕시,경사로,37.363331,126.967444
경기도,의왕시,엘리베이터+점자블럭,37.38896233,126.9975722
경기도,의왕시,엘리베이터+점자블럭,37.347615,126.974206
경기도,의왕시,엘리베이터+점자블럭,37.353631,126.970361
경기도,의왕시,엘리베이터+경사로,37.321324,126.945829
경기도,의왕시이미로,엘리베이터+점자블럭,37.40180614,126.9918992
경기도,의왕시,엘리베이터,37.347446,126.984456
경기도,의왕시,경사로,37.391084,126.986321
경기도,의왕시,경사로,37.387759,126.990659
경기도,의왕시,경사로,37.321961,126.945377
경기도,광명시,엘리베이터,37.48223337,126.8718214
경기도,광명시,엘리베이터,37.48743655,126.8697004
경기도,광명시,엘리베이터,37.44967294,126.8875059
경기도,광명시,엘리베이터,37.43532981,126.8861034
부산광역시,부산진구,경사로,35.156391,129.045113
부산광역시,부산진구,경사로,35.154691,129.037025
부산광역시,부산진구,엘리베이터,35.155012,129.021449
부산광역시,부산진구,엘리베이터,35.163309,129.050132
부산광역시,부산진구,경사로,35.166317,129.028541
경기도,파주시,엘리베이터+경사로,37.7294968,126.7375778
경기도,파주시,엘리베이터,37.7294552,126.7472994
경기도,파주시,엘리베이터,37.7295354,126.7347078
경기도,파주시,엘리베이터+경사로,37.7113496,126.7367353
경기도,파주시,엘리베이터,37.7132071,126.7539104
경기도,파주시,엘리베이터+경사로,37.7119839,126.7592107
경기도,파주시,엘리베이터+경사로,37.7169547,126.7537164
경기도,파주시,엘리베이터+경사로,37.7240939,126.7470116
경기도,파주시,경사로,37.722852,126.717322
경기도,군포시,경사로,37.37218592,126.9279071
경기도,군포시,경사로,37.34787213,126.9396228
경기도,군포시,점자블럭,37.37284232,126.9423669
경기도,군포시,경사로,37.32341633,126.9401165
경기도,군포시,경사로,37.33858358,126.9316471
경기도,군포시,점자블럭,37.371563,126.9428965
전라북도,군산시,경사로,35.950055,126.685785
전라북도,군산시,경사로,35.954559,126.687034
경기도,부천시,엘리베이터,37.50244089,126.7452415
경기도,부천시,엘리베이터,37.49968925,126.7765929
경기도,부천시,경사로,37.51157254,126.7991983
경기도,부천시,경사로,37.51157254,126.7991983
경기도,부천시,경사로,37.48579321,126.7710993
경기도,부천시,엘리베이터,37.50522295,126.7524151
경기도,부천시,엘리베이터,37.47033632,126.8006706
경기도,부천시,경사로,37.5129789,126.8056547
경기도,부천시,경사로,37.50244089,126.7452415
경기도,부천시,엘리베이터,37.53161297,126.7882086
전라북도,남원시,점자블럭,35.39784106,127.380027
부산광역시,북구,엘리베이터,35.20667098,128.9964147
부산광역시,북구,엘리베이터,35.2054751,128.9971469
부산광역시,북구,경사로,35.20929658,129.0230912
부산광역시,북구,엘리베이터,35.2586474,129.0123927
부산광역시,북구,엘리베이터,35.22876206,129.0129216
대전광역시,서구,경사로,36.296252,127.331354
대전광역시,서구,경사로,36.30293542,127.3429667
대전광역시,서구,경사로,36.356344,127.357099
대전광역시,서구,경사로,36.297296,127.343474
대전광역시,서구,엘리베이터,36.30457718,127.3509541
대전광역시,서구,엘리베이터,36.31689917,127.3453385
대전광역시,서구,경사로,36.332063,127.346418
대전광역시,서구,엘리베이터,36.299297,127.336078
대전광역시,서구,엘리베이터,36.293834,127.3434584
대전광역시,서구,엘리베이터,36.3711001,127.3885001
경상북도,경산시,경사로,35.829674,128.749624
경상북도,경산시,경사로,35.822137,128.717374
경기도,성남시,엘리베이터,37.38414402,127.1294417
경기도,성남시,엘리베이터,37.38918186,127.0916076
경기도,성남시,엘리베이터,37.38996308,127.0880085
경기도,성남시,엘리베이터,37.387883,127.111217
경기도,성남시,엘리베이터,37.40163712,127.1129778
경기도,성남시,엘리베이터,37.39158355,127.0705622
경기도,성남시,엘리베이터,37.39147997,127.066604
경기도,성남시,엘리베이터,37.40161535,127.1053203
경기도,성남시,엘리베이터,37.39456457,127.1129621
경기도,성남시,엘리베이터,37.39460238,127.1096448
경기도,성남시,엘리베이터,37.397839,127.100625
부산광역시,수영구,엘리베이터,35.16066234,129.1283354
부산광역시,수영구,엘리베이터,35.138288,129.1079135
서울특별시,용산구,엘리베이터,37.54312763,126.9895128
서울특별시,용산구,엘리베이터,37.53954866,126.9874766
서울특별시,용산구,엘리베이터,37.53483097,126.9870294
서울특별시,용산구,경사로,37.54197477,127.0032498
서울특별시,용산구,엘리베이터,37.51991434,126.9908192
경기도,안양시,엘리베이터,37.4022931,126.9057586
경기도,성남시,엘리베이터,37.419248,127.128743
경기도,성남시,엘리베이터,37.40365572,127.1100603
경기도,성남시,엘리베이터,37.39151516,127.0796448
경기도,성남시,엘리베이터,37.39167343,127.1112779
경기도,성남시,엘리베이터,37.38824958,127.0990774
경기도,성남시,엘리베이터,37.40166905,127.1096799
경기도,성남시,엘리베이터,37.39483246,127.1168343
경기도,성남시,엘리베이터,37.39119214,127.0829238
경기도,성남시,엘리베이터,37.40318937,127.1023182
경기도,성남시,엘리베이터,37.3895995,127.1129416
경기도,성남시,엘리베이터,37.4020226,127.1168455
경기도,성남시,엘리베이터,37.40320979,127.107726
경기도,성남시,엘리베이터,37.37228031,127.147101
경기도,성남시,엘리베이터,37.39169967,127.0729778
경기도,성남시,엘리베이터,37.38054616,127.1236138
경기도,성남시,엘리베이터,37.4005708,127.096112
경기도,평택시,엘리베이터,36.98994288,127.1211055
경기도,평택시,경사로,36.99212625,127.1142766
경기도,평택시,엘리베이터,36.99852461,127.1446355
경기도,평택시,엘리베이터,36.99897582,127.1320226
경기도,평택시,엘리베이터,36.99423876,127.1202343
경기도,평택시,엘리베이터,36.99869289,127.1214347
경기도,평택시,엘리베이터,36.99738329,127.1288466
경기도,평택시,엘리베이터,37.00138001,127.1428089
경기도,평택시,경사로,37.03791533,127.0697727
경기도,평택시,경사로,37.07184782,127.0652945
경기도,평택시,경사로,37.08266687,127.062135
경기도,평택시,엘리베이터,37.04931264,127.0597695
경기도,평택시,경사로,37.05117565,127.0597036
경기도,평택시,엘리베이터,37.05819454,127.0625051
경기도,평택시,엘리베이터,37.10979703,127.0634719
경기도,평택시,엘리베이터,37.01934792,126.9165056
경기도,평택시,엘리베이터,37.01516142,126.9142311
경기도,평택시,엘리베이터,37.02346233,126.9145025
경기도,평택시,엘리베이터,37.02062614,126.9145315
경기도,평택시,엘리베이터,37.01846627,126.9127451
경기도,평택시,엘리베이터,37.01960195,126.9110499
충청남도,천안시,엘리베이터,37.422195,127.630748
충청남도,천안시,엘리베이터,37.4314788,127.0708249
광주광역시,광산구,경사로,35.21768417,126.8473515
광주광역시,광산구,경사로,35.19069961,126.8350662
광주광역시,광산구,경사로,35.19855818,126.8154768
광주광역시,광산구,경사로,35.17664939,126.8175353
광주광역시,광산구,경사로,35.1465004,126.7778991
대구광역시,서구,엘리베이터+점자블럭,35.8832355,128.5646632
대구광역시,서구,엘리베이터+점자블럭,35.88096511,128.5742989
경기도,의정부시,엘리베이터,37.75451516,127.0747778
경기도,의정부시,경사로,37.76035818,127.0397051
경기도,의정부시,경사로,37.76123659,127.0368482
경상남도,창원시,경사로,35.19580276,128.7107123
대전광역시,서구,엘리베이터,36.30443775,127.3510038
대전광역시,서구,엘리베이터,36.3168958,127.3453566
대전광역시,서구,경사로,36.33216536,127.3461173
대전광역시,서구,엘리베이터,36.29382956,127.3434609
대전광역시,서구,엘리베이터,36.29636057,127.3361545
대전광역시,서구,경사로,36.35693917,127.4014316
대전광역시,중구,경사로,36.34284106,127.4088722
대전광역시,대덕구,엘리베이터+점자블럭,36.35130671,127.4195759
대전광역시,대덕구,엘리베이터+점자블럭,36.35117327,127.4195789
대전광역시,유성구,엘리베이터,36.42488716,127.3936858
대전광역시,유성구,엘리베이터,36.42568565,127.3942039
대전광역시,동구,엘리베이터+경사로,36.32646081,127.4341228
대전광역시,중구,엘리베이터,36.31386988,127.4025105
대전광역시,중구,경사로,36.31985192,127.4037417
대전광역시,대덕구,엘리베이터,36.358064,127.4124963
대전광역시,대덕구,경사로,36.3541031,127.4155351
대전광역시,대덕구,엘리베이터,36.377602,127.426872
대전광역시,대덕구,엘리베이터,36.39704069,127.4230697
대전광역시,대덕구,경사로,36.4439714,127.4293236
대전광역시,대덕구,경사로,36.4316468,127.4228726
서울특별시,종로구,엘리베이터,37.603668,126.961852
서울특별시,종로구,엘리베이터,37.602095,126.961137
서울특별시,종로구,엘리베이터,37.606153,126.968444
대전광역시,서구,경사로,36.363314,127.366608
대전광역시,서구,경사로,36.35826827,127.3596709
대전광역시,서구,경사로,36.35882369,127.3607653
대전광역시,서구,경사로,36.35778653,127.3687795
대전광역시,서구,경사로,36.357677,127.397012
대전광역시,서구,경사로,36.35790766,127.4004413
서울특별시,구로구,엘리베이터,37.4982869,126.8727319
서울특별시,구로구,엘리베이터,37.49507493,126.8720091
부산광역시,남구,엘리베이터,35.1377825,129.0683281
부산광역시,남구,엘리베이터,35.1285448,129.1033023
부산광역시,남구,엘리베이터,35.1022182,129.1167677
부산광역시,남구,엘리베이터,35.1262586,129.1013948
인천광역시,중구,경사로,37.48978879,126.4870588
인천광역시,중구,경사로,37.50019006,126.487737
인천광역시,중구,경사로,37.49281968,126.4871871
인천광역시,중구,경사로,37.49564134,126.4875425
대전광역시,중구,엘리베이터,36.34121168,127.405734
대전광역시,유성구,경사로,36.36084703,127.3586307
대전광역시,유성구,엘리베이터,36.34851635,127.3437547
대전광역시,유성구,경사로,36.34227733,127.3390926
대전광역시,유성구,엘리베이터+경사로,36.33862935,127.3445289
대전광역시,유성구,엘리베이터+경사로,36.34846291,127.3366639
대전광역시,유성구,경사로,36.3415006,127.3354459
대전광역시,유성구,엘리베이터,36.34033103,127.3502183
대전광역시,유성구,경사로,36.36460951,127.3236266
제주특별자치도,서귀포시,엘리베이터,33.28997179,126.2872649
부산광역시,동구,엘리베이터,35.13305555,129.0553872
충청북도,제천시,엘리베이터,37.12887867,128.2042885
경기도,하남시,엘리베이터+경사로,37.5543847,127.2013921
경기도,하남시,엘리베이터+경사로,37.552943,127.2037608
경기도,하남시,엘리베이터+경사로,37.552943,127.2037608
경기도,하남시,엘리베이터+경사로,37.5511015,127.2096552
경기도,하남시,엘리베이터+경사로,37.5511015,127.2096552
경기도,하남시,엘리베이터+경사로,37.54855826,127.209193
경기도,하남시,엘리베이터,37.5535257,127.1946694
인천광역시,연수구,엘리베이터,37.426685,126.665402
